timestamp,client_id,topic,temp,humidity,message_rate,is_attack,anomaly_prediction
2026-02-05 18:36:50,edge_gateway_01-192.168.2.64,iot/factory/line1/sensor01/temp,27.14,60.29,7,0,0
2026-02-05 18:36:51,edge_gateway_01-adf4,iot/factory/line1/sensor01/humidity,34.52,49.23,2,0,0
2026-02-05 18:36:52,edge_gateway_01-83be,iot/factory/line2/sensor02/humidity,21.94,53.18,2,0,0
2026-02-05 18:36:57,edge_gateway_01-69e4,iot/factory/line2/sensor02/humidity,24.88,61.48,8,0,0
2026-02-05 18:37:00,plc_line1-192.168.1.195,iot/factory/line2/sensor02/temp,26.77,51.72,10,0,0
2026-02-05 18:37:03,fake_plc_node-192.168.2.123,iot/system/#,92.56,67.95,192,1,1
2026-02-05 18:37:04,sensor_temp_01-192.168.0.71,iot/factory/line2/sensor02/temp,28.13,58.93,10,0,0
2026-02-05 18:37:09,edge_gateway_01-192.168.9.109,iot/factory/line1/sensor01/humidity,28.18,63.8,9,0,0
2026-02-05 18:37:10,plc_line2-d3f6,iot/factory/line2/sensor02/humidity,31.44,65.32,4,0,0
2026-02-05 18:37:13,sensor_humid_01-192.168.7.79,iot/factory/line2/sensor02/humidity,22.35,36.04,10,0,0
2026-02-05 18:37:18,mqtt_debugger-4e99,iot/system/firmware,91.94,19.13,104,1,1
2026-02-05 18:37:20,edge_gateway_01-c581,iot/factory/line1/sensor01/humidity,27.83,63.62,7,0,0
2026-02-05 18:37:23,sensor_humid_01-b230,iot/factory/line2/sensor02/humidity,25.72,32.95,1,0,0
2026-02-05 18:37:24,sensor_pressure_01-192.168.3.203,iot/factory/line1/sensor01/temp,24.15,38.95,8,0,0
2026-02-05 18:37:28,plc_line2-192.168.5.89,iot/factory/line2/sensor02/humidity,33.22,68.3,9,0,0
2026-02-05 18:37:33,sensor_pressure_01-b36f,iot/factory/line2/sensor02/temp,25.4,30.59,5,0,0
2026-02-05 18:37:34,port_scanner-196a,iot/debug/memory,104.36,23.73,180,1,1
2026-02-05 18:37:38,iot_gateway_test-cb04,iot/system/firmware,98.79,70.68,101,1,1
2026-02-05 18:37:39,sensor_temp_01-7d5e,iot/factory/line1/sensor01/humidity,22.97,59.92,4,0,0
2026-02-05 18:37:41,plc_line1-b2d6,iot/factory/line2/sensor02/temp,22.82,32.91,6,0,0
2026-02-05 18:37:43,plc_emulator-826e,iot/factory/#,131.93,78.33,196,1,1
2026-02-05 18:37:47,backup_node-c00b,iot/system/update,104.01,81.75,190,1,1
2026-02-05 18:37:51,hmi_debug_client-b11b,iot/factory/config/download,127.08,36.61,102,1,1
2026-02-05 18:37:54,edge_gateway_01-5e67,iot/factory/line2/sensor02/temp,32.98,65.6,4,0,0
2026-02-05 18:37:56,plc_line2-a2ae,iot/factory/line1/sensor01/humidity,22.49,42.4,9,0,0
2026-02-05 18:38:01,sensor_temp_01-7b6f,iot/factory/line2/sensor02/temp,24.48,55.47,1,0,0
2026-02-05 18:38:05,sensor_temp_01-2b41,iot/factory/line2/sensor02/humidity,21.46,67.69,5,0,0
2026-02-05 18:38:10,scanner_node-192.168.9.54,iot/debug/test,98.47,47.0,34,1,1
2026-02-05 18:38:14,sensor_temp_01-192.168.9.112,iot/factory/line2/sensor02/humidity,20.48,61.23,4,0,0
2026-02-05 18:38:17,sensor_pressure_01-860b,iot/factory/line1/sensor01/temp,24.72,57.79,5,0,0
2026-02-05 18:38:21,plc_line1-192.168.6.97,iot/factory/line2/sensor02/temp,30.22,65.13,7,0,0
2026-02-05 18:38:22,mosquitto_sub-5a9f,iot/factory/maintenance,113.82,53.95,35,1,1
2026-02-05 18:38:24,plc_line2-192.168.2.186,iot/factory/line1/sensor01/humidity,32.49,59.79,9,0,0
2026-02-05 18:38:29,mqtt_debugger-192.168.3.231,iot/system/service/stop,131.39,40.75,140,1,1
2026-02-05 18:38:34,sensor_humid_01-04e5,iot/factory/line1/sensor01/humidity,23.61,60.33,4,0,0
2026-02-05 18:38:38,sensor_pressure_01-192.168.5.90,iot/factory/line1/sensor01/temp,34.99,41.04,3,0,0
2026-02-05 18:38:43,sensor_pressure_01-52e6,iot/factory/line1/sensor01/humidity,32.14,35.47,2,0,0
2026-02-05 18:38:44,sensor_humid_01-192.168.3.81,iot/factory/line1/sensor01/humidity,34.46,58.17,2,0,0
2026-02-05 18:38:48,plc_emulator-21c7,iot/system/network/reset,94.05,33.52,111,1,1
2026-02-05 18:38:49,sensor_pressure_01-6d67,iot/factory/line1/sensor01/humidity,20.13,41.08,3,0,0
2026-02-05 18:38:50,edge_gateway_01-192.168.6.250,iot/factory/line2/sensor02/temp,22.4,46.14,2,0,0
2026-02-05 18:38:55,sensor_humid_01-10f4,iot/factory/line1/sensor01/humidity,34.88,30.37,4,0,0
2026-02-05 18:38:58,esp32_gateway-6354,iot/factory/diagnostics,118.45,78.2,184,1,1
2026-02-05 18:39:02,mqtt_debugger-d0b5,iot/system/shutdown,90.01,82.28,118,1,1
2026-02-05 18:39:04,fake_plc_node-69b2,iot/factory/broadcast,145.98,59.99,44,1,1
2026-02-05 18:39:06,edge_iot_node-dede,iot/factory/+/cmd,98.23,19.87,100,1,1
2026-02-05 18:39:11,fake_temp_sensor-3574,iot/factory/logs,106.07,91.05,86,1,1
2026-02-05 18:39:15,edge_gateway_01-192.168.10.147,iot/factory/line1/sensor01/humidity,29.83,46.63,3,0,0
2026-02-05 18:39:19,sensor_pressure_01-f460,iot/factory/line1/sensor01/temp,24.24,55.15,2,0,0
2026-02-05 18:39:21,plc_emulator-4f36,iot/factory/root,145.0,27.04,67,1,1
2026-02-05 18:39:23,mqtt_explorer-f4f2,iot/factory/line99/sensor01,147.49,26.19,128,1,1
2026-02-05 18:39:27,edge_gateway_01-e418,iot/factory/line2/sensor02/humidity,25.97,46.09,1,0,0
2026-02-05 18:39:30,edge_gateway_01-192.168.5.196,iot/factory/line1/sensor01/humidity,32.3,56.17,8,0,0
2026-02-05 18:39:32,sensor_pressure_01-27b0,iot/factory/line2/sensor02/temp,30.51,32.99,5,0,0
2026-02-05 18:39:33,plc_line2-192.168.7.16,iot/factory/line1/sensor01/temp,27.6,64.14,9,0,0
2026-02-05 18:39:37,edge_gateway_01-018d,iot/factory/line2/sensor02/humidity,21.25,47.05,8,0,0
2026-02-05 18:39:38,maintenance_client-ffc9,iot/factory/line2/plc01/override,149.43,16.3,77,1,1
2026-02-05 18:39:43,fake_temp_sensor-5115,iot/debug/memory,117.03,70.47,102,1,1
2026-02-05 18:39:47,sensor_humid_01-9573,iot/factory/line1/sensor01/temp,28.47,39.88,5,0,0
2026-02-05 18:39:48,sensor_humid_01-fd59,iot/factory/line2/sensor02/temp,25.73,45.18,3,0,0
2026-02-05 18:39:51,plc_testbench-ad81,iot/debug/test,86.17,88.6,141,1,1
2026-02-05 18:39:53,diagnostic_laptop-bbb1,iot/factory/engineering,109.88,32.14,30,1,1
2026-02-05 18:39:55,sensor_temp_01-16ef,iot/factory/line1/sensor01/temp,20.7,38.2,2,0,0
2026-02-05 18:39:56,sensor_pressure_01-7871,iot/factory/line2/sensor02/temp,21.81,47.4,10,0,0
2026-02-05 18:39:57,legacy_client-192.168.0.180,iot/factory/line1/hmi01/control,103.05,75.98,140,1,1
2026-02-05 18:39:59,plc_line2-4280,iot/factory/line1/sensor01/temp,23.51,56.21,9,0,0
2026-02-05 18:40:02,plc_line1-192.168.4.231,iot/factory/line2/sensor02/humidity,22.78,63.38,5,0,0
2026-02-05 18:40:07,mosquitto_pub-192.168.6.38,iot/factory/config/download,149.69,24.14,124,1,1
2026-02-05 18:40:09,edge_gateway_01-deb7,iot/factory/line2/sensor02/humidity,20.88,37.25,2,0,0
2026-02-05 18:40:14,edge_gateway_01-689c,iot/factory/line1/sensor01/temp,31.56,32.51,2,0,0
2026-02-05 18:40:19,sensor_pressure_01-192.168.5.42,iot/factory/line1/sensor01/humidity,30.75,55.77,8,0,0
2026-02-05 18:40:23,unknown_client-7dab,iot/factory/maintenance,146.16,65.18,28,1,1
2026-02-05 18:40:25,sensor_pressure_01-6f7b,iot/factory/line1/sensor01/humidity,34.54,59.94,1,0,0
2026-02-05 18:40:30,plc_line1-192.168.9.247,iot/factory/line1/sensor01/humidity,21.96,65.32,9,0,0
2026-02-05 18:40:31,sensor_temp_01-192.168.8.39,iot/factory/line1/sensor01/humidity,21.68,38.35,7,0,0
2026-02-05 18:40:35,rogue_plc-f91b,iot/system/shutdown,87.51,87.0,198,1,1
2026-02-05 18:40:37,sensor_temp_01-6917,iot/factory/line1/sensor01/temp,25.23,59.96,3,0,0
2026-02-05 18:40:39,plc_line2-f6c9,iot/factory/line1/sensor01/temp,27.67,48.42,8,0,0
2026-02-05 18:40:41,engineering_workstation-192.168.4.45,iot/factory/broadcast,142.98,44.58,102,1,1
2026-02-05 18:40:42,plc_line2-aead,iot/factory/line1/sensor01/humidity,20.06,61.01,4,0,0
2026-02-05 18:40:45,plc_line1-8d80,iot/factory/line1/sensor01/temp,31.34,61.68,4,0,0
2026-02-05 18:40:47,sensor_humid_01-192.168.4.105,iot/factory/line2/sensor02/humidity,34.32,56.15,1,0,0
2026-02-05 18:40:48,sensor_pressure_01-56a2,iot/factory/line2/sensor02/temp,25.26,55.02,6,0,0
2026-02-05 18:40:53,sensor_spoofer-192.168.0.219,iot/factory/line2/plc01/override,142.47,79.84,58,1,1
2026-02-05 18:40:58,sensor_pressure_01-e776,iot/factory/line2/sensor02/temp,27.92,57.06,8,0,0
2026-02-05 18:41:03,mqtt_debugger-fb80,iot/system/service/stop,111.48,35.77,163,1,1
2026-02-05 18:41:07,plc_line2-922d,iot/factory/line2/sensor02/humidity,32.02,31.53,3,0,0
2026-02-05 18:41:12,plc_line2-e533,iot/factory/line1/sensor01/humidity,24.28,38.81,3,0,0
2026-02-05 18:41:16,edge_scanner-192.168.8.154,iot/factory/engineering,97.98,37.9,183,1,1
2026-02-05 18:41:20,edge_gateway_01-e0e0,iot/factory/line1/sensor01/humidity,34.47,31.57,8,0,0
2026-02-05 18:41:22,unregistered_node-6a63,iot/debug/raw,113.74,61.01,127,1,1
2026-02-05 18:41:24,sensor_temp_01-c69a,iot/factory/line2/sensor02/temp,25.39,35.94,7,0,0
2026-02-05 18:41:27,sensor_temp_01-8e2a,iot/factory/line2/sensor02/humidity,28.02,46.83,10,0,0
2026-02-05 18:41:30,edge_gateway_01-fe25,iot/factory/line1/sensor01/humidity,27.61,36.93,2,0,0
2026-02-05 18:41:35,sensor_temp_01-7a1c,iot/factory/line1/sensor01/humidity,29.99,50.05,1,0,0
2026-02-05 18:41:36,ghost_plc-b985,iot/system/update,89.23,30.96,187,1,1
2026-02-05 18:41:38,temp_client-192.168.5.45,iot/factory/config/download,80.15,14.93,123,1,1
2026-02-05 18:41:41,sensor_temp_01-eff0,iot/factory/line2/sensor02/temp,20.31,49.42,5,0,0
2026-02-05 18:41:44,sensor_emulator-192.168.6.36,iot/factory/maintenance,83.87,48.74,174,1,1
2026-02-05 18:41:45,fake_humidity_node-192.168.9.12,iot/factory/line1/hmi01/control,130.61,77.58,114,1,1
2026-02-05 18:41:48,arduino_gateway-e05c,iot/factory/credentials,146.74,8.74,81,1,1
2026-02-05 18:41:52,mqtt_explorer-192.168.0.228,iot/factory/line5/plc02/cmd,88.67,66.77,159,1,1
2026-02-05 18:41:56,paho_test_client-192.168.8.63,iot/system/config,102.4,73.49,56,1,1
2026-02-05 18:41:58,arduino_gateway-62c6,iot/debug/test,111.47,17.03,126,1,1
2026-02-05 18:42:02,sensor_humid_01-8628,iot/factory/line1/sensor01/temp,21.07,68.75,3,0,0
2026-02-05 18:42:03,sensor_humid_01-192.168.5.243,iot/factory/line1/sensor01/humidity,21.08,30.77,3,0,0
2026-02-05 18:42:05,maintenance_client-9852,iot/system/firmware,141.05,64.12,46,1,1
2026-02-05 18:42:09,plc_line2-e20e,iot/factory/line2/sensor02/temp,21.33,47.18,4,0,0
2026-02-05 18:42:12,paho_test_client-1913,iot/factory/#,83.19,70.84,43,1,1
2026-02-05 18:42:15,plc_line2-cede,iot/factory/line1/sensor01/humidity,24.79,43.07,3,0,0
2026-02-05 18:42:17,sensor_pressure_01-7b8b,iot/factory/line1/sensor01/humidity,22.34,55.99,1,0,0
2026-02-05 18:42:19,edge_scanner-bf0a,iot/debug/raw,148.52,34.13,146,1,1
2026-02-05 18:42:21,sensor_temp_01-192.168.8.145,iot/factory/line2/sensor02/temp,22.16,43.02,3,0,0
2026-02-05 18:42:22,sensor_temp_01-51b2,iot/factory/line1/sensor01/humidity,27.08,61.36,10,0,0
2026-02-05 18:42:23,paho_test_client-2868,iot/debug/memory,118.79,14.54,171,1,1
2026-02-05 18:42:25,sensor_spoofer-192.168.0.209,iot/factory/diagnostics,93.89,82.82,70,1,1
2026-02-05 18:42:28,plc_line1-e1e4,iot/factory/line2/sensor02/temp,32.56,62.95,10,0,0
2026-02-05 18:42:31,diagnostic_laptop-def5,iot/factory/engineering,138.85,79.27,191,1,1
2026-02-05 18:42:32,sensor_pressure_01-ebf7,iot/factory/line2/sensor02/humidity,26.11,42.06,10,0,0
2026-02-05 18:42:36,sensor_temp_01-483d,iot/factory/line1/sensor01/humidity,34.24,69.19,1,0,0
2026-02-05 18:42:38,plc_line2-192.168.0.50,iot/factory/line1/sensor01/humidity,25.88,44.66,7,0,0
2026-02-05 18:42:42,sensor_temp_01-192.168.4.76,iot/factory/line1/sensor01/temp,29.1,45.52,5,0,0
2026-02-05 18:42:43,sensor_temp_01-192.168.5.139,iot/factory/line1/sensor01/temp,27.07,63.95,8,0,0
2026-02-05 18:42:47,legacy_client-faed,iot/factory/config/download,88.94,86.34,175,1,1
2026-02-05 18:42:52,edge_iot_node-192.168.5.137,iot/system/network/reset,119.2,93.03,124,1,1
2026-02-05 18:42:56,plc_line2-eb9e,iot/factory/line2/sensor02/humidity,33.33,59.99,1,0,0
2026-02-05 18:42:59,edge_gateway_01-192.168.8.6,iot/factory/line1/sensor01/humidity,33.99,47.74,2,0,0
2026-02-05 18:43:03,plc_line1-1939,iot/factory/line2/sensor02/humidity,34.87,67.75,3,0,0
2026-02-05 18:43:05,sensor_pressure_01-6061,iot/factory/line1/sensor01/humidity,34.56,50.87,3,0,0
2026-02-05 18:43:07,engineering_workstation-192.168.4.143,iot/factory/supervisor,122.09,70.82,114,1,1
2026-02-05 18:43:10,plc_line2-192.168.2.163,iot/factory/line1/sensor01/humidity,26.0,59.29,5,0,0
2026-02-05 18:43:13,fake_temp_sensor-528c,iot/factory/cmd,142.69,37.26,64,1,1
2026-02-05 18:43:16,plc_line2-40f3,iot/factory/line1/sensor01/temp,33.68,49.08,1,0,0
2026-02-05 18:43:21,maintenance_client-532c,iot/system/firmware,90.65,13.24,169,1,1
2026-02-05 18:43:24,sensor_temp_01-32bb,iot/factory/line1/sensor01/humidity,33.46,39.73,5,0,0
2026-02-05 18:43:28,sensor_temp_01-192.168.3.114,iot/factory/line1/sensor01/temp,23.17,68.18,7,0,0
2026-02-05 18:43:31,edge_gateway_01-7c8a,iot/factory/line1/sensor01/temp,26.52,46.44,5,0,0
2026-02-05 18:43:35,temp_client-241d,iot/debug/test,122.9,34.24,77,1,1
2026-02-05 18:43:38,paho_test_client-f703,iot/factory/#,109.89,57.49,91,1,0
2026-02-05 18:43:40,sensor_humid_01-192.168.9.109,iot/factory/line2/sensor02/temp,27.7,65.51,3,0,0
2026-02-05 18:43:42,paho_test_client-192.168.10.81,iot/system/restart,106.15,38.19,147,1,1
2026-02-05 18:43:47,unauth_device-2d0f,iot/factory/logs,122.8,81.67,77,1,1
2026-02-05 18:43:50,plc_line2-88b1,iot/factory/line2/sensor02/humidity,24.04,69.18,10,0,0
2026-02-05 18:43:52,sensor_temp_01-8d11,iot/factory/line1/sensor01/temp,24.93,68.98,1,0,0
2026-02-05 18:43:53,plc_line2-192.168.5.196,iot/factory/line1/sensor01/temp,30.37,38.06,4,0,0
2026-02-05 18:43:57,sensor_temp_01-192.168.3.109,iot/factory/line1/sensor01/temp,32.75,30.29,8,0,0
2026-02-05 18:44:01,fake_temp_sensor-1612,iot/system/update,100.79,19.22,88,1,1
2026-02-05 18:44:06,plc_line1-192.168.0.94,iot/factory/line1/sensor01/temp,26.95,38.92,3,0,0
2026-02-05 18:44:07,plc_line1-2b7a,iot/factory/line2/sensor02/humidity,22.46,30.47,2,0,1
2026-02-05 18:44:08,plc_line2-09be,iot/factory/line1/sensor01/temp,20.86,38.17,5,0,0
2026-02-05 18:44:13,sensor_humid_01-c87c,iot/factory/line2/sensor02/humidity,23.4,61.12,10,0,0
2026-02-05 18:44:16,sensor_temp_01-4894,iot/factory/line1/sensor01/temp,27.87,44.83,2,0,0
2026-02-05 18:44:17,hmi_debug_client-672d,iot/system/service/stop,96.05,47.18,120,1,1
2026-02-05 18:44:19,sensor_pressure_01-5626,iot/factory/line2/sensor02/temp,22.7,44.51,5,0,0
2026-02-05 18:44:24,port_scanner-35f7,iot/system/time_sync,130.79,84.46,133,1,1
2026-02-05 18:44:28,sensor_pressure_01-b9f8,iot/factory/line2/sensor02/temp,23.0,30.77,10,0,1
2026-02-05 18:44:31,iot_gateway_test-7a2f,iot/factory/#,103.93,19.62,64,1,1
2026-02-05 18:44:34,edge_gateway_01-192.168.5.127,iot/factory/line2/sensor02/humidity,20.5,45.32,10,0,0
2026-02-05 18:44:39,unregistered_node-1ff8,iot/system/shutdown,148.91,30.67,193,1,1
2026-02-05 18:44:41,sensor_temp_01-5f56,iot/factory/line1/sensor01/humidity,21.6,59.05,8,0,0
2026-02-05 18:44:43,edge_gateway_01-7506,iot/factory/line1/sensor01/humidity,20.26,55.11,10,0,0
2026-02-05 18:44:47,sensor_pressure_01-0b76,iot/factory/line2/sensor02/temp,24.22,54.85,7,0,0
2026-02-05 18:44:50,sensor_temp_01-9f4f,iot/factory/line1/sensor01/temp,25.49,45.26,10,0,0
2026-02-05 18:44:55,sensor_humid_01-4fe2,iot/factory/line1/sensor01/humidity,23.4,65.96,1,0,0
2026-02-05 18:44:59,edge_iot_node-ae3c,iot/factory/diagnostics,117.0,50.82,152,1,1
2026-02-05 18:45:04,sensor_pressure_01-192.168.4.166,iot/factory/line2/sensor02/humidity,32.99,42.55,9,0,0
2026-02-05 18:45:07,sensor_pressure_01-6644,iot/factory/line1/sensor01/temp,26.25,62.08,2,0,0
2026-02-05 18:45:11,plc_line2-e55a,iot/factory/line2/sensor02/humidity,34.11,53.83,4,0,0
2026-02-05 18:45:12,sensor_temp_01-192.168.0.179,iot/factory/line2/sensor02/temp,21.13,54.09,3,0,0
2026-02-05 18:45:17,plc_line1-a944,iot/factory/line1/sensor01/temp,20.4,51.75,3,0,0
2026-02-05 18:45:20,remote_access_client-891d,iot/system/restart,149.0,21.61,123,1,1
2026-02-05 18:45:21,sensor_spoofer-192.168.2.17,iot/debug/test,126.86,85.91,73,1,1
2026-02-05 18:45:26,plc_line2-7fc8,iot/factory/line1/sensor01/temp,20.58,40.54,2,0,0
2026-02-05 18:45:29,vendor_support_tool-0425,iot/factory/+/cmd,89.28,21.64,60,1,1
2026-02-05 18:45:34,sensor_pressure_01-c235,iot/factory/line2/sensor02/humidity,23.82,62.2,4,0,0
2026-02-05 18:45:39,sensor_pressure_01-192.168.9.162,iot/factory/line1/sensor01/temp,21.21,46.66,3,0,0
2026-02-05 18:45:41,fake_plc_node-192.168.3.162,iot/factory/logs,80.26,79.87,102,1,1
2026-02-05 18:45:45,sensor_humid_01-192.168.2.154,iot/factory/line2/sensor02/humidity,28.44,48.48,5,0,0
2026-02-05 18:45:50,sensor_temp_01-25bb,iot/factory/line2/sensor02/temp,31.58,43.68,5,0,0
2026-02-05 18:45:53,plc_line2-9bef,iot/factory/line1/sensor01/humidity,26.6,44.36,4,0,0
2026-02-05 18:45:54,sensor_humid_01-4bd3,iot/factory/line2/sensor02/humidity,33.11,34.06,5,0,0
2026-02-05 18:45:57,plc_line2-fca9,iot/factory/line1/sensor01/humidity,22.85,67.23,10,0,0
2026-02-05 18:45:58,sensor_temp_01-c68d,iot/factory/line2/sensor02/temp,28.24,41.27,7,0,0
2026-02-05 18:46:03,mqtt_debugger-192.168.1.228,iot/factory/engineering,103.77,17.82,122,1,1
2026-02-05 18:46:08,sensor_humid_01-676d,iot/factory/line2/sensor02/humidity,33.3,69.44,7,0,0
2026-02-05 18:46:12,plc_line1-ad69,iot/factory/line2/sensor02/humidity,33.25,50.49,1,0,0
2026-02-05 18:46:16,virtual_sensor-2f89,iot/factory/broadcast,93.92,77.21,74,1,1
2026-02-05 18:46:20,esp8266_node-6fed,iot/system/config,95.57,41.1,196,1,1
2026-02-05 18:46:23,sensor_temp_01-192.168.6.55,iot/factory/line2/sensor02/temp,23.75,60.28,6,0,0
2026-02-05 18:46:27,edge_gateway_01-192.168.10.104,iot/factory/line1/sensor01/temp,28.9,65.69,10,0,0
2026-02-05 18:46:28,sensor_pressure_01-6ea3,iot/factory/line1/sensor01/temp,21.81,38.16,5,0,0
2026-02-05 18:46:33,sensor_temp_01-b6f9,iot/factory/line1/sensor01/humidity,28.13,40.19,8,0,0
2026-02-05 18:46:37,plc_line2-192.168.7.43,iot/factory/line2/sensor02/humidity,33.0,32.9,3,0,0
2026-02-05 18:46:38,sensor_temp_01-192.168.3.220,iot/factory/line1/sensor01/temp,32.4,58.86,3,0,0
2026-02-05 18:46:43,sensor_pressure_01-1609,iot/factory/line1/sensor01/humidity,26.37,62.2,4,0,0
2026-02-05 18:46:44,diagnostic_laptop-bd62,iot/debug/raw,107.68,9.98,109,1,1
2026-02-05 18:46:45,plc_line2-1ad5,iot/factory/line1/sensor01/humidity,34.79,45.32,9,0,0
2026-02-05 18:46:50,sensor_humid_01-552e,iot/factory/line1/sensor01/humidity,25.06,35.41,6,0,0
2026-02-05 18:46:54,sensor_temp_01-abd4,iot/factory/line1/sensor01/humidity,29.69,55.81,9,0,0
2026-02-05 18:46:55,edge_scanner-192.168.8.6,iot/factory/broadcast,109.45,13.2,63,1,1
2026-02-05 18:46:57,scanner_node-192.168.2.240,iot/factory/secrets,100.87,68.49,114,1,1
2026-02-05 18:47:01,plc_line2-192.168.9.22,iot/factory/line2/sensor02/humidity,24.17,31.95,3,0,0
2026-02-05 18:47:04,sensor_humid_01-4e44,iot/factory/line1/sensor01/temp,27.69,43.14,4,0,0
2026-02-05 18:47:07,plc_line1-603c,iot/factory/line1/sensor01/humidity,34.48,59.36,2,0,0
2026-02-05 18:47:12,plc_testbench-192.168.9.157,iot/system/service/stop,114.44,76.42,59,1,1
2026-02-05 18:47:17,esp8266_node-7e6b,iot/factory/credentials,149.35,65.65,130,1,1
2026-02-05 18:47:19,esp8266_node-61ca,iot/factory/line1/plc01/write,142.5,47.49,79,1,1
2026-02-05 18:47:20,port_scanner-183a,iot/factory/maintenance,93.0,69.68,183,1,1
